Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,a26,inc,Vm,AB,BMag,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,tahts actually cxrax,mass in kg,volume
NGC3628,11,20,17,+,13,35,23,43.84,78,222,0.97,-20.9,23.6,10.96,11.4,9.79,9.79,710,0.8,NGC3627,1.1,1.92,6.76451E+20,4.99639E+41,1.29658E+63
AGC215414,11,23,13.4,+,13,42,50,4.07,65,7,0,-12.5,26.8,7.27,7.31,8.69,8.69,746,2.2,NGC3627,2.3,2.2,6.28001E+19,4.06122E+37,1.03746E+60
IC2787,11,23,19.1,+,13,37,47,3.53,24,50,0.01,-15,24,8.26,9.01,7.33,7.33,576,2.2,NGC3627,2.2,2.2,5.44679E+19,2.03543E+39,6.76878E+59
IC2791,11,23,37.6,+,12,53,45,1.68,54,3,0,-13,24.4,7.47,6.27,6.67,6.67,530,0.7,NGC3628,0.8,1.84,2.59224E+19,3.70388E+36,7.29649E+58
AGC215415,11,24,34.8,+,12,40,26,2.15,39,4,0,-11.8,26.2,6.96,6.6,7.07,7.07,868,2.1,NGC3627,2.1,2.13,3.31745E+19,7.91875E+36,1.52933E+59
UGC06456,11,28,0.6,+,78,59,29,2.01,69,15,0,-14.2,23.6,7.66,7.71,7.82,7.82,99,-0.3,MESSIER081,-0.1,0.4,3.10143E+19,1.02013E+38,1.24961E+59
KDG078,11,29,54,+,52,24,14,2.14,51,7,0,-13.4,24.6,8.29,7.03,6.83,6.83,644,0,NGC3556,0.2,1.32,3.30202E+19,2.13136E+37,1.50809E+59
KKH68,11,30,53.3,+,14,8,46,1.58,38,4,0,-13.3,24,7.56,6.48,7.52,7.52,753,-0.9,NGC3628,-0.5,-0.37,2.43794E+19,6.00699E+36,6.06957E+58
LeoV,11,31,9.6,+,2,13,12,0.21,90,3,0,-3.8,29.2,4.46,5.19,< 2.59,2.59,-7,1.8,Milky Way,1.9,1.73,3.2403E+18,3.08075E+35,1.4251E+56
HIPASS J1131-31,11,31,35.2,-,31,40,20,0.38,62,10,0,-11.3,22.9,6.79,6.63,7.35,7.35,432,0.4,NGC3621,0.4,1.09,5.8634E+18,8.48509E+36,8.44379E+56
LeoIV,11,32,57,-,0,32,0,0.34,48,3,0,-4.2,29.8,4.63,5.66,< 2.78,2.78,-58,2,Milky Way,2,1.73,5.2462E+18,9.09194E+35,6.04816E+56
HIPASS J1133-32,11,33,11,-,32,57,43,0.88,72,9,0,-12.7,23.3,7.34,6.93,7.32,7.32,424,-0.7,NGC3621,-0.5,-1.37,1.35784E+19,1.693E+37,1.04866E+58
UGC06541,11,33,29.1,+,49,14,17,2.13,65,5,0,-13.8,24.2,7.83,6.72,7.04,7.04,303,-0.6,NGC4736,-0.2,0.45,3.28659E+19,1.04389E+37,1.48705E+59
AGC215248,11,33,50.9,+,14,3,15,1.26,34,4,0,-12.2,24.7,7.12,6.46,6.69,6.69,802,,,,,1.94418E+19,5.73663E+36,3.07821E+58
KKH69,11,34,53.3,+,11,1,12,1.47,59,3,0,-12.9,24.3,7.39,6.16,7.31,7.31,741,-1.4,NGC4382,-0.8,-2.5,2.26821E+19,2.87512E+36,4.88808E+58
NGC3738,11,35,48.6,+,54,31,22,5.21,49,45,0.02,-16.8,23.1,8.92,9.09,8.06,8.06,306,-1,MESSIER081,-0.5,-0.86,8.03903E+19,2.44713E+39,2.1762E+60
NGC3741,11,36,6.4,+,45,17,7,1.38,67,40,0,-13.3,23.8,7.43,8.4,7.93,7.93,263,-0.7,MESSIER081,-0.3,-0.14,2.12934E+19,4.99639E+38,4.04412E+58
Crater,11,36,15.8,-,10,52,40,0.05,28,5,0,-5.2,24.8,5.05,5.27,< 4.11,4.11,-80,1.9,Milky Way,1.9,1.73,7.715E+17,3.70388E+35,1.92352E+54
ESO320-014,11,37,53.4,-,39,13,14,2.71,58,18,0,-13.7,24.8,7.73,8.02,7.32,7.32,362,-0.7,NGC3621,-0.5,-1.6,4.18153E+19,2.08284E+38,3.06263E+59
KK109,11,47,11.2,+,43,40,19,0.59,55,3,0,-10.3,24.9,6.35,5.81,6.54,6.54,240,-0.3,NGC4736,0,1.41,9.1037E+18,1.28427E+36,3.1604E+57
DDO097,11,48,57.2,+,23,50,16,6.48,27,82,0.03,-15.7,24.7,8.53,9.7,8.42,8.42,450,-1.3,NGC4251,-0.7,,9.99864E+19,9.96912E+39,4.18708E+60
Crater 2,11,49,14.4,-,18,24,47,2.2,22,7,0,-7.2,30.9,5.82,7.07,,,-158,2.4,Milky Way,2.4,1.73,3.3946E+19,2.33699E+37,1.63853E+59
KKH73,11,50,6.4,+,55,47,0,1.82,22,7,0,-12.5,25.1,7.26,6.97,6.98,6.98,685,-0.8,NGC3556,-0.4,-1.13,2.80826E+19,1.85634E+37,9.27685E+58
DDO099,11,50,53,+,38,52,50,3.24,90,11,0,-13.5,25.3,7.42,7.69,7.75,7.75,257,-0.6,NGC4214,-0.3,-0.12,4.99932E+19,9.74219E+37,5.23385E+59
AGC215145,11,54,12.5,+,12,26,6,1.25,48,14,0,-10.7,26.1,6.52,7.44,7.38,7.38,880,-0.8,NGC4382,-0.4,0.27,1.92875E+19,5.47844E+37,3.0055E+58
ESO379-007,11,54,43,-,33,33,29,1.56,49,10,0,-12.4,24.9,7.35,7.25,7.54,7.54,367,-1,NGC5236,-0.5,-1.37,2.40708E+19,3.53718E+37,5.84198E+58
UGC06881,11,54,44.7,+,20,3,20,7.7,90,39,0,-15.3,25.4,8.38,9.14,8.27,8.27,513,-0.3,NGC4032,-0.1,0.3,1.18811E+20,2.74572E+39,7.0252E+60
KDG81,11,55,14.3,+,44,9,0,2.49,30,27,0,-13.9,24.4,7.8,8.32,7.33,7.33,762,0.1,IC0750,0.4,1.25,3.84207E+19,4.15582E+38,2.37566E+59
MCG +05-28-046,11,55,22.5,+,28,20,30,8.22,81,36,0,-15.6,25.3,8.51,9.08,8.21,8.21,512,-2,NGC4321,-1.6,,1.26835E+20,2.39142E+39,8.54677E+60
KDG082,11,55,39.4,+,31,31,10,9.22,51,56,0.08,-16.4,24.7,8.92,9.53,8.08,8.08,560,-0.7,PGC39764,-0.4,-0.66,1.42265E+20,6.73995E+39,1.20609E+61
ESO572-034,11,58,58.1,-,19,1,48,4.07,71,31,0,-16,23.4,8.76,8.65,8.3,8.3,871,-0.8,NGC4594,-0.6,,6.28001E+19,8.88498E+38,1.03746E+60
KUG 1157+315,12,0,16.2,+,31,13,30,3.54,62,43,0.03,-15.9,23.1,8.5,8.89,7.99,7.99,588,-0.3,NGC4203,0,1.48,5.46222E+19,1.54403E+39,6.82647E+59
NGC4068,12,4,2.4,+,52,35,19,3.74,69,24,0,-15.1,24.1,8.3,8.41,8.08,8.08,290,-0.5,NGC4736,-0.1,0.52,5.77082E+19,5.11277E+38,8.0501E+59
NGC4080,12,4,51.8,+,26,59,33,6.85,65,71,0.23,-17.5,23,9.36,9.6,8.24,8.24,517,-0.5,PGC39764,0,0.62,1.05696E+20,7.91875E+39,4.94605E+60
ESO379-024,12,4,56.7,-,35,44,35,1.25,47,10,0,-12.4,24.4,7.23,7.13,7.38,7.38,356,,,,,1.92875E+19,2.68322E+37,3.0055E+58
IC2992,12,5,15.9,+,30,51,20,3.11,38,30,0,-15.6,23.2,8.55,8.52,7.73,7.73,570,-0.1,NGC4274,0.2,1.72,4.79873E+19,6.58653E+38,4.62879E+59
KUG 1202+286,12,5,23.3,+,28,21,56,1.86,56,24,0,-14.2,23.5,7.76,8.09,7.22,7.22,524,-0.6,NGC4631,-0.3,0.06,2.86998E+19,2.44713E+38,9.90205E+58
LV J1205+2813,12,5,34.2,+,28,13,56,2.34,38,43,0.01,-13.7,24.5,7.84,8.7,7.6,7.6,462,-0.2,NGC4245,0.1,1.56,3.61062E+19,9.96912E+38,1.97167E+59
LV J1207+3133,12,7,50,+,31,33,8,2.26,35,16,0,-13,25.1,7.55,7.85,7.3,7.3,534,0.2,NGC4274,0.3,1.57,3.48718E+19,1.40817E+38,1.77628E+59
UGC07131,12,9,11.8,+,30,54,24,7.71,75,53,0.18,-15.6,25.1,8.59,9.39,8.59,8.59,226,-0.1,PGC39764,0.1,0.44,1.18965E+20,4.88266E+39,7.0526E+60
NGC4136,12,9,17.7,+,29,55,39,7.83,24,100,0.04,-17.6,23.2,9.24,9.96,8.52,8.52,577,-0.6,NGC4631,-0.4,-0.2,1.20817E+20,1.81408E+40,7.38706E+60
NGC4144,12,9,59.3,+,46,27,26,11.76,82,67,0.41,-17.6,24.1,9.25,9.79,8.71,8.71,317,0.2,NGC4258,0.3,1.68,1.81457E+20,1.22647E+40,2.5027E+61
IC3023,12,10,1.7,+,14,22,1,5.54,51,23,0,-15.3,24.7,8.37,8.52,8.26,8.26,710,-0.2,NGC4262,0.2,1.28,8.54822E+19,6.58653E+38,2.61647E+60
NGC4163,12,12,8.9,+,36,10,10,1.93,37,17,0,-13.8,23.9,7.92,7.82,7.17,7.17,163,1.1,KDG090,1.3,-0.13,2.97799E+19,1.31419E+38,1.10626E+59
KK127,12,13,22.7,+,29,55,18,6.8,70,29,0,-15.7,24.8,8.19,8.83,8.34,8.34,101,-0.3,PGC39764,0,0.39,1.04924E+20,1.3448E+39,4.83853E+60
NGC4190,12,13,44.6,+,36,38,0,1.8,32,39,0,-13.9,23.7,7.9,8.5,7.47,7.47,239,1.7,NGC4214,1.7,-0.13,2.7774E+19,6.29009E+38,8.97437E+58
AGC732009,12,13,48.4,+,29,57,32,2.26,51,23,0,-13.8,24.3,7.76,8.13,7.41,7.41,192,0.7,PGC39764,0.8,1.78,3.48718E+19,2.68322E+38,1.77628E+59
ESO321-014,12,13,49.6,-,38,13,53,1.44,83,3,0,-12.8,24.3,7.29,6.03,7.25,7.25,333,0,NGC5128,0.3,1.86,2.22192E+19,2.13136E+36,4.59488E+58
UGC07242,12,14,7.4,+,66,5,32,1.92,87,29,0,-14.2,23.6,7.92,8.27,7.69,7.69,211,-0.4,NGC4605,-0.2,0.47,2.96256E+19,3.70388E+38,1.08916E+59
VCC0114,12,14,35.2,+,5,40,38,1.42,70,12,0,-13.5,23.6,7.64,7.39,7.53,7.53,1923,0.3,IC3115,0.5,0.8,2.19106E+19,4.88266E+37,4.40607E+58
UGC7257,12,15,3,+,35,57,31,4.85,52,49,0.05,-16.2,23.5,8.6,9.13,8.62,8.62,957,-0.4,NGC3941,-0.1,1.35,7.48355E+19,2.68322E+39,1.75554E+60
NGC4204,12,15,14.4,+,20,39,31,10.65,36,64,0.05,-16.8,24.6,9.12,9.71,8.57,8.57,787,-0.1,NGC4382,0,1.5,1.6433E+20,1.02013E+40,1.85881E+61
UGC07267,12,15,23.6,+,51,21,0,7.67,73,53,0.17,-16,24.7,8.77,9.4,8.58,8.58,551,0.4,NGC4102,0.5,1.49,1.18348E+20,4.99639E+39,6.9434E+60
UGC07271,12,15,33.4,+,43,26,3,12.59,72,48,0.1,-16.6,25.2,8.59,9.53,8.69,8.69,585,-1.9,NGC4100,-1.3,,1.94264E+20,6.73995E+39,3.07089E+61
NGC4214,12,15,38.9,+,36,19,39,7.21,39,41,0.01,-17.2,23.4,8.98,9.16,8.46,8.46,295,0.6,NGC4190,0.8,-0.59,1.1125E+20,2.87512E+39,5.76756E+60
MCG +09-20-131,12,15,46.7,+,52,23,15,1.37,90,6,0,-13.1,23.9,7.5,6.7,7.37,7.37,242,-0.4,NGC4736,-0.1,0.59,2.11391E+19,9.96912E+36,3.95684E+58
VCC0169,12,15,56.2,+,9,38,57,2.33,54,3,0,-13.3,24.9,7.55,6.42,8.04,8.04,2094,0,NGC4417,0.3,1.41,3.59519E+19,5.23187E+36,1.9465E+59
IC3077,12,15,56.3,+,14,25,59,4.77,58,25,0,-14.9,24.8,8.16,8.54,6.97,6.97,1303,0.1,NGC4382,0.4,1.7,7.36011E+19,6.89694E+38,1.6701E+60
UGC07298,12,16,28.6,+,52,13,38,1.03,67,3,0,-12.3,24.1,7.24,5.95,7.27,7.27,256,-0.4,NGC4736,0,1.37,1.58929E+19,1.77279E+36,1.6815E+58
NGC4236,12,16,43.3,+,69,27,56,27.14,73,70,0.32,-18.6,24.9,9.61,10.19,9.14,9.14,157,-0.2,MESSIER081,0,-0.01,4.1877E+20,3.08075E+40,3.07621E+62
UGC07320,12,17,28.5,+,44,48,41,3.15,81,24,0,-14.5,24.3,8.04,8.31,7.54,7.54,587,-0.2,NGC4490,0.2,1.34,4.86045E+19,4.06122E+38,4.8097E+59
NGC4244,12,17,29.9,+,37,48,27,22.8,90,74,0.68,-18.1,25,9.52,10.17,9.19,9.19,259,0.4,NGC4736,0.5,1.41,3.51804E+20,2.94209E+40,1.82386E+62
NGC4242,12,17,30.2,+,45,37,10,12.18,41,71,0.08,-18,23.8,9.43,9.86,8.66,8.66,568,,,,,1.87937E+20,1.44098E+40,2.78053E+61
UGC7321,12,17,34,+,22,32,25,31.02,90,98,1.23,-18.4,25.3,9.56,10.54,9.33,9.33,339,-0.4,NGC4494,0,-1.13,4.78639E+20,6.89694E+40,4.59316E+62
NGC4248,12,17,49.9,+,47,24,33,7.01,66,31,0,-16.3,24.3,8.82,8.9,7.79,7.79,544,1.7,NGC4258,1.7,1.7,1.08164E+20,1.58E+39,5.30079E+60
AGC229053,12,18,15.5,+,25,34,6,1.77,75,16,0,-12.7,24.9,7.33,7.72,7.45,7.45,376,-0.2,NGC4274,0,1.48,2.73111E+19,1.04389E+38,8.53309E+58
IC3104,12,18,46.1,-,79,43,34,3.57,76,16,0,-14.9,24.2,8.41,8.01,6.94,6.94,170,-1.1,NGC4945,-0.6,-2.24,5.50851E+19,2.03543E+38,7.0015E+59
NGC4258,12,18,57.5,+,47,18,14,40.55,71,209,0.76,-21.2,23.2,10.92,11.32,9.62,9.62,506,-0.1,NGC4242,0.3,1.1,6.25687E+20,4.15582E+41,1.02603E+63
PGC039646,12,19,15.6,+,6,17,38,1.41,55,15,0,-13,24.1,7.44,7.57,6.57,6.57,531,-1.1,NGC4826,-0.8,-0.61,2.17563E+19,7.39021E+37,4.31364E+58
KK133,12,19,32.8,+,43,23,11,1.13,54,26,0,-12,24.6,7.04,7.95,6.89,6.89,601,0.2,NGC4258,0.4,1.84,1.74359E+19,1.77279E+38,2.22035E+58
VCC0381,12,19,54.1,+,6,39,57,3.72,26,6,0,-14.4,24.7,8.02,7.16,8.23,8.23,344,-0.2,NGC4339,0.2,1.14,5.73996E+19,2.87512E+37,7.92164E+59
PGC39764,12,20,6.8,+,29,16,51,20.12,26,402,0.09,-20.1,22.7,11.01,11.58,8.74,8.74,588,-0.1,NGC4565,0.2,0.61,3.10452E+20,7.56235E+41,1.25334E+62
NGC4288,12,20,38.1,+,46,17,30,5.62,45,94,0.14,-16.5,23.6,8.63,9.76,8.63,8.63,588,0.6,NGC4258,0.8,1.76,8.67166E+19,1.14461E+40,2.73146E+60
VCC0429,12,20,43.9,+,14,37,52,1.35,63,9,0,-12.2,24.8,7.13,7.09,6.57,6.57,487,-0.9,PGC1475898,-0.5,0.52,2.08305E+19,2.44713E+37,3.78606E+58
KUG 1218+387,12,20,54.9,+,38,25,49,2.52,51,11,0,-14,24.3,7.86,7.54,7.65,7.65,587,-0.3,NGC4258,0.1,1.34,3.88836E+19,6.89694E+37,2.46257E+59
DDO120,12,21,15,+,45,48,41,5.04,60,16,0,-15.8,24,8.73,8.16,8.04,8.04,516,1.1,NGC4258,1.1,1.72,7.77672E+19,2.87512E+38,1.97005E+60
KDG104,12,21,27.9,+,15,1,28,2.25,55,3,0,-13.4,24.7,7.61,6.39,7.06,7.06,1764,0.4,NGC4435,0.6,1.75,3.47175E+19,4.88266E+36,1.75281E+59
KDG105,12,21,43,+,37,59,14,1.83,63,17,0,-12.8,24.8,7.37,7.78,7.35,7.35,582,-0.3,NGC4258,0.1,1.34,2.82369E+19,1.19855E+38,9.43061E+58
UGC7427,12,21,55,+,35,3,5,3,61,12,0,-14.1,24.6,7.89,7.67,7.76,7.76,727,0.1,NGC4414,0.2,1.41,4.629E+19,9.30372E+37,4.1548E+59
KKSG27,12,22,5.7,-,9,48,1,1.88,90,3,0,-11.6,26.1,6.88,6.14,7.36,7.36,1128,-1.1,NGC4594,-0.8,-2.61,2.90084E+19,2.74572E+36,1.02249E+59
GR34,12,22,7.6,+,15,47,57,2.55,39,5,0,-14.1,24.3,7.88,6.89,6.97,6.97,1205,0.3,NGC4382,0.6,1.69,3.93465E+19,1.54403E+37,2.55157E+59
VCC0565,12,22,38.5,+,6,0,52,1.61,62,8,0,-13.1,24.2,7.5,7.07,7.06,7.06,734,-0.3,NGC4417,0.2,1.41,2.48423E+19,2.33699E+37,6.42191E+58
KK141,12,22,52.7,+,33,49,43,0.96,45,8,0,-12.2,24.1,7.11,6.81,7.26,7.26,568,-0.6,NGC4631,-0.1,0.76,1.48128E+19,1.28427E+37,1.36144E+58
IC3247,12,23,14,+,28,53,38,15.84,86,69,0.48,-17.3,25.1,9.26,9.94,8.52,8.52,539,-2.1,NGC4321,-1.6,,2.44411E+20,1.73243E+40,6.11578E+61
BTS133,12,24,7.6,+,37,59,35,1.25,53,10,0,-12,24.8,7.05,7.13,7.51,7.51,657,0,NGC4490,0.2,1.11,1.92875E+19,2.68322E+37,3.0055E+58
PGC5059199,12,24,9.9,+,26,13,52,0.09,90,43,0.06,-7.5,23.6,5.25,7.28,6.06,6.06,246,-1.2,NGC4214,-0.6,-0.12,1.3887E+18,3.79015E+37,1.1218E+55
UGC07485,12,24,22.2,+,21,9,36,2.48,54,14,0,-14.6,23.7,8.12,7.77,7.12,7.12,892,-0.1,NGC4382,0.2,1.51,3.82664E+19,1.17127E+38,2.34715E+59
IC3308,12,25,17.9,+,26,42,53,5.58,77,56,0.23,-15.5,24.6,8.53,9.31,8.57,8.57,277,-0.1,NGC4314,0.3,1.74,8.60994E+19,4.06122E+39,2.67355E+60
KK144,12,25,27.9,+,28,28,57,1.93,81,14,0,-12.5,25.3,7.24,7.64,7.84,7.84,449,-0.3,PGC40195,-0.1,0.19,2.97799E+19,8.68274E+37,1.10626E+59
UGC07512,12,25,41.3,+,2,9,32,4.94,70,30,0,-15.3,24.5,8.35,8.7,8.36,8.36,1354,0.1,NGC4472,0.2,0.69,7.62242E+19,9.96912E+38,1.8551E+60
AGC749236,12,25,42.4,+,26,48,36,2.69,71,24,0,-13.7,24.8,7.73,8.24,8.08,8.08,235,-0.1,NGC4565,0.3,0.35,4.15067E+19,3.45666E+38,2.99532E+59
VCC0841,12,25,47,+,14,57,7,2.51,74,15,0,-14,24.4,7.84,7.84,7.01,7.01,404,0.2,NGC4458,0.4,1.6,3.87293E+19,1.37612E+38,2.43337E+59
NGC4395,12,25,49.8,+,33,32,46,18.41,34,76,0.06,-17.9,24.8,9.47,10.09,9.08,9.08,308,-0.1,NGC4736,0.1,1.41,2.84066E+20,2.44713E+40,9.60169E+61
DDO123,12,26,8.1,+,58,19,21,8.5,38,40,0,-15.7,25.3,8.62,9.19,8.88,8.88,836,-1.3,NGC4088,-0.6,0.3,1.31155E+20,3.08075E+39,9.45025E+60
UGCA281,12,26,16,+,48,29,31,1.74,47,26,0,-13.7,23.8,7.82,8.15,7.77,7.77,347,-0.9,NGC4258,-0.4,-0.17,2.68482E+19,2.80968E+38,8.10651E+58
IC3341,12,26,23.4,+,27,44,44,2.28,66,31,0,-14,24.1,7.86,8.4,7.76,7.76,338,0.1,NGC4274,0.4,1.56,3.51804E+19,4.99639E+38,1.82386E+59
ComaI,12,26,58.4,+,23,54,42,0.12,66,3,0,-3.2,28.4,4.24,5.01,< 1.63,1.63,46,3.7,Milky Way,3.7,1.75,1.8516E+18,2.03543E+35,2.65907E+55
DDO126,12,27,5.1,+,37,8,33,4.14,59,24,0,-14.4,25,8.09,8.44,8.03,8.03,230,0,NGC4736,0.3,1.43,6.38802E+19,5.47844E+38,1.09191E+60
DDO125,12,27,41.8,+,43,29,38,2.94,66,7,0,-14.2,24.4,8.06,7.23,7.44,7.44,251,-0.9,MESSIER081,-0.4,-0.13,4.53642E+19,3.37798E+37,3.91046E+59
UGC07584,12,28,2.9,+,22,35,22,2.43,72,13,0,-13.7,24.5,7.74,7.65,7.78,7.78,545,0,NGC4382,0.2,1.67,3.74949E+19,8.88498E+37,2.20803E+59
KKH80,12,28,5.4,+,22,17,27,1.59,53,3,0,-12.3,25,7.18,6.26,6.95,6.95,542,-0.2,NGC4455,-0.1,-0.34,2.45337E+19,3.61957E+36,6.18554E+58
NGC4449,12,28,11.2,+,44,5,40,8.42,45,60,0.07,-18.3,22.6,9.68,9.54,8.65,8.65,249,0.8,NGC4736,0.8,1.4,1.29921E+20,6.89694E+39,9.18592E+60
DDO127,12,28,28.5,+,37,14,0,2.2,72,24,0,-13.5,24.6,7.64,8.17,7.67,7.67,290,0.4,NGC4736,0.6,1.44,3.3946E+19,2.94209E+38,1.63853E+59
UGC07596,12,28,33.9,+,8,38,23,2.09,83,6,0,-13.5,24.4,7.65,6.95,6.26,6.26,443,-0.7,NGC4826,-0.5,-1.23,3.22487E+19,1.77279E+37,1.40483E+59
UGC07605,12,28,39,+,35,43,5,2.04,49,6,0,-13.7,24.2,7.71,6.95,7.38,7.38,317,0.7,NGC4395,0.8,1.44,3.14772E+19,1.77279E+37,1.3064E+59
NGC4455,12,28,44.1,+,22,49,21,6.04,76,48,0.13,-16.4,23.8,8.74,9.22,8.41,8.41,588,-0.9,NGC4631,-0.6,0.07,9.31972E+19,3.30108E+39,3.39076E+60
DDO129,12,28,44.2,+,43,13,27,7.37,27,37,0,-16.2,24.5,8.81,9.08,8.59,8.59,582,1.1,NGC4490,1.2,1.33,1.13719E+20,2.39142E+39,6.16012E+60
NGC4460,12,28,45.8,+,44,51,52,11.54,90,39,0,-17.7,23.9,9.66,9.31,8.08,8.08,551,-0.5,NGC4490,0,1.41,1.78062E+20,4.06122E+39,2.36485E+61
KK149,12,28,52.3,+,42,10,40,2.32,59,26,0,-14.8,23.4,8.15,8.27,7.73,7.73,445,0.5,NGC4490,0.6,1.36,3.57976E+19,3.70388E+38,1.92154E+59
UGC07639,12,29,53,+,47,31,48,4.38,68,16,0,-15.2,24.3,8.33,8.11,7.62,7.62,450,0.7,NGC4258,0.8,1.7,6.75834E+19,2.56246E+38,1.29303E+60
UGC07636,12,30,1,+,7,55,46,1.36,40,5,0,-13.8,23.2,7.76,6.63,6.17,6.17,344,-1,NGC4826,-0.8,-0.65,2.09848E+19,8.48509E+36,3.87082E+58
UGC07642,12,30,13.8,+,2,37,30,2.75,58,15,0,-14.7,23.8,8.15,7.87,7.73,7.73,1488,1.2,NGC4457,1.2,1.82,4.24325E+19,1.47454E+38,3.20025E+59
KK151,12,30,23.8,+,42,54,5,2.63,87,12,0,-13.9,24.6,7.79,7.61,7.5,7.5,479,0.1,NGC4258,0.4,1.84,4.05809E+19,8.1032E+37,2.79933E+59
NGC4485,12,30,31.2,+,41,42,0,6.11,46,84,0.13,-17.7,22.6,8.99,9.7,8.94,8.94,517,5.4,NGC4490,5.4,1.17,9.42773E+19,9.96912E+39,3.51002E+60
AGC229379,12,30,34,+,23,12,20,0.59,49,3,0,-10.7,24.4,6.55,5.88,6.7,6.7,571,-0.7,NGC4382,-0.3,0.08,9.1037E+18,1.50889E+36,3.1604E+57
NGC4490,12,30,36.4,+,41,38,37,16.21,62,86,0.27,-20.4,22,10.28,10.14,9.59,9.59,623,4.1,NGC4485,4.1,0.63,2.5012E+20,2.74572E+40,6.55444E+61
AGC724906,12,30,56,+,26,30,40,0.85,27,5,0,-12.1,23.9,7.09,6.47,7.02,7.02,890,-0.3,NGC4631,-0.1,1.4,1.31155E+19,5.87025E+36,9.45025E+57
CGCG 014-054,12,31,3.8,+,1,40,33,3.46,64,20,0,-14.1,24.9,7.89,8.19,7.68,7.68,954,,,,,5.33878E+19,3.08075E+38,6.37404E+59
MAPS1231+42,12,31,9,+,42,5,39,0.78,54,3,0,-11.8,24,6.98,5.94,6.51,6.51,602,,,,,1.20354E+19,1.73243E+36,7.30248E+57
DDO131,12,31,58.6,+,29,42,35,2.47,46,38,0,-14.1,24.1,7.9,8.61,7.98,7.98,622,0.5,NGC4631,0.6,1.41,3.81121E+19,8.1032E+38,2.31887E+59
UGC07678,12,32,0.4,+,39,49,55,4.29,68,29,0,-16,23.5,8.24,8.63,8.1,8.1,710,0.8,NGC4490,0.8,1.17,6.61947E+19,8.48509E+38,1.21495E+60
Coma P,12,32,10.3,+,20,25,24,3.17,90,7,0,-12.3,26.5,7.18,7.25,8.13,8.13,1282,0.2,IC3436,0.5,1.41,4.89131E+19,3.53718E+37,4.9019E+59
UGC07690,12,32,26.9,+,42,42,15,5.52,38,50,0.03,-16.8,23.2,8.66,9.2,8.44,8.44,578,1.6,NGC4490,1.7,1.18,8.51736E+19,3.15251E+39,2.58823E+60
AGC229089,12,32,36,+,33,13,25,1.61,65,10,0,-12.6,24.8,7.29,7.24,7.13,7.13,807,0.1,NGC4631,0.2,1.31,2.48423E+19,3.45666E+37,6.42191E+58
NGC4517,12,32,45.5,+,0,6,54,27.52,90,141,1.25,-19.9,23.6,10.27,10.8,9.22,9.22,978,-0.7,NGC4594,-0.3,0.84,4.24634E+20,1.25504E+41,3.20724E+62
UGC07699,12,32,48,+,37,37,18,16.11,77,77,0.42,-18,24.4,9.19,10.04,9.03,9.03,514,-0.3,NGC4369,0,0.83,2.48577E+20,2.181E+40,6.43388E+61
DDO133,12,32,53,+,31,32,21,5.03,53,30,0,-15,24.8,8.24,8.73,8.25,8.25,320,0.4,NGC4395,0.5,1.39,7.76129E+19,1.06821E+39,1.95835E+60
NGC4509,12,33,6.8,+,32,5,30,2.68,46,28,0,-16,22.5,8.72,8.39,7.98,7.98,925,0.8,NGC4414,0.8,1.3,4.13524E+19,4.88266E+38,2.96204E+59
BTS142,12,33,7.4,+,38,6,58,0.97,13,11,0,-11.6,24.6,6.9,7.17,7.15,7.15,740,-0.7,NGC4414,-0.2,-0.17,1.49671E+19,2.94209E+37,1.40443E+58
KDG155,12,33,8,-,0,31,59,2.86,48,23,0,-13.3,25.4,7.55,8.26,7.65,7.65,592,1,NGC4517,1.1,1.12,4.41298E+19,3.61957E+38,3.59985E+59
KK152,12,33,24.9,+,33,21,5,3,83,12,0,-13.7,25,7.74,7.68,7.84,7.84,836,0.6,NGC4414,0.7,1.31,4.629E+19,9.52043E+37,4.1548E+59
PGC041749,12,33,52.7,+,39,37,33,2.59,90,11,0,-13.5,24.8,7.67,7.53,8.1,8.1,677,,,,,3.99637E+19,6.73995E+37,2.67353E+59
UGC7719,12,34,0.6,+,39,1,10,5.53,75,25,0,-14.6,25.4,8.21,8.61,8.22,8.22,704,0.2,NGC4490,0.4,1.1,8.53279E+19,8.1032E+38,2.60233E+60
NGC4534,12,34,5.5,+,35,31,6,8.56,49,63,0.09,-16.9,24.1,8.82,9.59,9,9,811,-0.1,NGC4414,0,1.3,1.32081E+20,7.7385E+39,9.65179E+60
UGC07748,12,34,38.4,+,68,20,25,2.84,63,21,0,-13.6,25,7.68,8.16,7.77,7.77,590,-0.6,UGC07490,-0.4,-0.28,4.38212E+19,2.87512E+38,3.52486E+59
UGC7751,12,35,11.8,+,41,3,39,2.73,90,16,0,-13.1,25.4,7.49,7.9,7.58,7.58,641,0.3,NGC4618,0.5,1.71,4.21239E+19,1.58E+38,3.13094E+59
LV J1235-1104,12,35,39.4,-,11,4,2,1.29,29,48,0.01,-14.5,22.4,8.04,8.55,7.44,7.44,1003,1.3,NGC4594,1.3,2.08,1.99047E+19,7.05759E+38,3.30336E+58
